Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
0.5013733862529428,0.41491508346263883,0.27277904294261074,0.2139567443480623,0.4766484024911852,0.1957463785334938,-0.10963754015486848,-0.9218536339084825
0.5433623680203957,0.41491508346263883,0.40327120237015607,0.08346344498390681,0.03541442030121425,0.29162617333485585,-0.0019118359303987296,-0.6124610165038884
-1.808020610956963,-1.8694607003859014,-1.684603348470567,-1.3825472150602787,-1.3333114020023686,-1.3200675202308993,-1.4633905565757064,-1.2312462513130766
0.7952962586251129,0.6179707086936198,0.14228688351506547,0.5167419780289547,0.6747534557193353,0.8212478969995235,0.11658643871651822,0.006324218305299775
-1.3881307932824347,-1.361821637308448,-1.4236190296154763,-1.2958915084512692,-1.2905387200553815,-1.278976179601744,-1.2228031504743904,-0.30306839909929434
-0.42238421263101944,-0.3973074174612867,-0.379681754195115,-0.3753020605932027,-0.06363810631286092,-0.41605802638948414,-0.7057197701969351,-0.6124610165038884
1.0052411674623773,1.024081959155583,1.0557319995078818,1.603506486796063,1.8926492943151219,1.282384052948932,1.631928011474061,0.625109453114488
-0.42238421263101944,-0.2450156985380506,-0.7711582324777505,-0.529243374686855,-0.22572405895407457,-0.7219602288509732,-0.7488100518867229,-0.9218536339084825
0.8792742221600186,0.6687346150013652,0.40327120237015607,0.3413916070083705,0.4091125888906794,0.6431854209398506,0.17763100444371785,0.006324218305299775
-1.262163847980076,-1.2602938246929578,-1.0321425513328408,-1.2112747596448246,-1.1532158990676868,-1.151136453199928,-1.2228031504743904,-0.6124610165038884
0.039494586810962136,0.16109555192391192,-0.24918959476756972,-0.17854263264568676,-0.27750151604779566,-0.42062373090383476,0.033996732144424585,0.006324218305299775
0.45938440448548995,0.6687346150013652,-0.11869743534002442,0.1874502929147184,0.1344669469152894,-0.15124716455715045,0.24944814059336448,1.243894687923676
-0.8842630120730006,-0.90494648053874,-0.24918959476756972,-0.8554766230972441,-0.8853238384523472,-0.6900002972505191,-0.8708991833411222,0.006324218305299775
-0.04448337672394361,0.008803833000675765,-0.379681754195115,-0.2743736493662386,-0.30001345391463097,-0.17407568712890337,-0.18145467630451512,0.006324218305299775
-0.5063621761659247,-0.6003630426922683,-0.5101739136226603,-0.6373081382227965,-0.7187354982377664,-0.17407568712890337,-0.3969060847534548,0.3157168357098939
0.45938440448548995,0.5164428960781297,0.40327120237015607,1.2364940823343755,1.3973866612447465,0.8349450105425753,0.39667326970013966,0.006324218305299775
-1.6400646838871513,-2.072516325616883,-1.162634710760386,-1.3733719049487367,-1.279282751121964,-1.3657245653744052,-1.4131185612709536,-1.5406388687176706
0.9212632039274715,1.176373678078819,1.7081927966456076,1.3272277045485148,0.8503465710806504,1.1865042581475698,1.3626137509128862,3.100250392351241
-0.3803952308635666,-0.44807132376903214,-0.5101739136226603,-0.47215255621503693,-0.22122167138070753,-0.5895547979348063,-0.7200831974268642,-0.9218536339084825
-1.0942079209102644,-1.1080021057697216,-0.9016503919052958,-1.0104374160921787,-0.9798739774930553,-0.9685082726259047,-1.0217151692553799,0.625109453114488
0.20745051388077362,0.2626233645394027,0.5337633617977013,0.14871009466598467,-0.08615004417969593,0.3418489229927123,0.39308241289265733,0.9345020705190821
0.039494586810962136,0.05956773930842115,-0.7711582324777505,-0.5272044168842901,-0.4891137319960469,-0.5302006392482488,-0.36817923029359617,-0.30306839909929434
0.8792742221600186,0.567206802385875,0.27277904294261074,0.3954239887763411,0.7918155326268786,0.058775243102976236,-0.46154150728813675,-0.6124610165038884
-0.00249439495649074,0.16109555192391192,-0.5101739136226603,-0.26723729705726146,-0.12442033855331588,-0.32017823158812214,-0.1455461082296918,0.625109453114488
0.039494586810962136,0.11033164561616654,-0.11869743534002442,-0.32228915772651445,-0.30226464770131445,-0.233429845815461,-0.41486036879086646,0.006324218305299775
0.7113182950902072,0.9225541465400922,0.6642555212252467,0.8939491715034672,0.5869568980386778,0.03138101601687272,1.7935165678107654,0.625109453114488
-0.08647235849139649,-0.04196007330706906,-0.24918959476756972,-0.22645814100596282,-0.1852025707937711,-0.46171507153299,-0.21736324437933843,0.006324218305299775
0.3754064409505842,0.41491508346263883,0.40327120237015607,0.7349104629034023,0.6837582308660693,0.2596662417344017,0.7378046664109612,0.006324218305299775
0.3334174591831313,0.46567898977038424,0.27277904294261074,0.2577943371032085,0.42937333297083113,0.5290428080810861,-0.07372897208004517,-0.30306839909929434
0.9212632039274715,0.8717902402323467,-3.250509261601109,0.6594690242085001,0.6770046495060186,1.1545443265471158,0.34640127439538704,-0.30306839909929434
0.12347255034586788,0.2118594582316573,0.01179472408752088,-0.027659755255881935,0.14572291584870706,-0.08276159684189192,-0.07731982888752749,-0.30306839909929434
-2.0599545015616796,-2.021752419309138,-1.684603348470567,-1.4549302170513339,-1.3873400528827733,-1.4159473150322617,-1.5100716950729767,-1.2312462513130766
0.41739542271803703,0.41491508346263883,-0.11869743534002442,-0.053146727787943486,0.001646513500961353,-0.05080166524143782,0.09863215467910656,0.006324218305299775
